OBJECTID,PROFILE,GNIS_NAME,SHEETNUM,LEN_MI,LEN_FT,SITUATION,ALT_NAME,HYPERLINK_EXT,THUMBNAIL,GLOBALID,SHAPE_Length
272,N0000042p,Great Brook,04p,0.37878788,2000,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000042p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000042p.jpg,{79093925-65CC-4637-9DB4-C03219B99732},1999.999914246
273,N0000043p,Whippany River,01p,0.59665426,3150.33449605,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000043p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000043p.jpg,{AF35C28D-1CF3-4A58-93B4-3E0FF1963209},3150.33437588709
274,N0000047p,Watnong Brook,05p,0.45626521,2409.08032399,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000047p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000047p.jpg,{90FF5C0D-962C-4E0E-AAF8-F4951F5DB1E3},2409.07995167897
275,N0000068p,Pine Brook,02p,0.23996212,1267,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000068p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000068p.jpg,{5765C0A9-9FDF-4E7A-9D0D-4041F629EE92},1266.99952146145
276,N0000069p,Pine Brook,03p,0.26003788,1373,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000069p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000069p.jpg,{4BCEA6AC-BDE9-4A6B-99EC-17A0997F46F9},1373.00001075809
277,N0000075p,Great Brook,05p,0.55,2904,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000075p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000075p.jpg,{40CE0E7F-A483-40FF-870B-7035F79C3918},2903.99999064481
278,N0000076p,Great Brook,06p,0.55,2904,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000076p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000076p.jpg,{5754D073-5F3D-4DF3-BABA-3B6C9F17BBBF},2904.00042689778
279,N0000077p,"Great Brook
Great Brook",07p,0.55,2904, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000077p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000077p.jpg,{C79F79CF-B144-4D07-9A99-65803F1CF816},2904.00018452934
280,N0000079p,Great Brook,09p,0.30690056,1620.4349813,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000079p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000079p.jpg,{219A2A87-6B4F-4FD1-BC70-44FF6B6CC00F},1620.43486125745
281,N0000080p,Primrose Brook,10p,0.51136364,2700,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000080p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000080p.jpg,{00F13C8B-A1D8-404D-B49A-A9AAFAF28A15},2699.99989079585
282,N0000081p,Primrose Brook,11p,0.56818182,3000,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000081p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000081p.jpg,{9A274C4B-DD27-4700-93E7-C268492CC97A},3000.00053324063
283,N0000082p,Primrose Brook,12p,0.56818182,3000,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000082p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000082p.jpg,{745C0077-8A30-4720-8DDB-1049EEBD17B0},3000.00005366398
284,N0000083p,Primrose Brook,13p,0.39772727,2100,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000083p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000083p.jpg,{33BD9D11-A589-403C-8EFA-841208EF32D4},2099.99988339398
285,N0000084p,Primrose Brook,14p,0.39015152,2060,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000084p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000084p.jpg,{A28176FC-2184-4F10-AE9C-E46A05351B60},2059.99958540803
286,N0000090p,Foulertons Brook,04p,0.3,1584,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000090p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000090p.jpg,{C05898F0-CE47-419D-B35E-6DC319B9FCEF},1583.99984283513
287,N0000091p,Foulertons Brook,05p,0.275,1452,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000091p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000091p.jpg,{0A7D5B79-093E-4938-99B9-1140E7FF2EBF},1452.0003978915
288,N0000093p,Foulertons Brook,07p,0.275,1452,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000093p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000093p.jpg,{B5804756-7FC4-4FB4-9F8A-E5EF5AE7A056},1451.99995987174
289,N0000100p,Canoe Brook,14p,0.46003788,2429,Artificial Connector,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000100p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000100p.jpg,{285EB7EB-6C1C-4EEE-BEDD-56F875DF7D3D},2428.99990320465
290,N0000101p,Canoe Brook,15p,0.3,1584,Artificial Connector,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000101p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000101p.jpg,{3811CCCF-6371-4320-A8F0-9A614D05ED34},1583.99961626876
291,O0000076p,Hop Brook,01p,2.20789061,11657.6624341,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/O0000076p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/O0000076p.jpg,{7D88D17F-F988-41EB-8515-25B62D0F1ECB},11657.6619299822
292,O0000082p,Willow Brook East Branch,05p,0.75832737,4003.96850125,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/O0000082p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/O0000082p.jpg,{BB1EF1E1-7274-4B92-AEF4-699614FA6A84},4003.96903041316
293,SUPPI004p,Canoe Brook,C-1A,0.9469697,5000,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/SUPPI004p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/SUPPI004p.jpg,{8B3770A3-8951-430F-A91E-580A2CC8D14E},4999.99970282533
294,V0000083p,Wagner Creek,Sheet 5,0.31167651,1645.65197895,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/V0000083p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/V0000083p.jpg,{570DA8AB-86A4-48E7-9B4C-D77CAF1988D3},1645.6526347663
295,L0000139p,Harihokake Creek,02P,0.8948741,4724.93525861,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000139p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000139p.jpg,{299793B6-8BEF-4E4E-B153-484FD2F56CE4},4724.93529671392
296,L0000098p,Delaware River,04P,1.72327241,9098.87830839,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000098p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000098p.jpg,{32725FDC-4B7C-4D41-BADE-934CE10DADFC},9098.87847006456
297,L0000101p,Delaware River,01P,1.68214563,8881.72893559,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000101p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000101p.jpg,{59921421-F43C-4D0C-87EA-12C8EBB08E3A},8881.72897252407
298,L0000089p,Buckhorn Creek,13P,0.88719018,4684.36413576,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000089p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000089p.jpg,{14623EFC-FF4B-44D1-BEDD-0D75BA67ADBA},4684.36386469476
299,L0000130p,Quequacommisacong Creek,04P,0.53679371,2834.27080602,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000130p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000130p.jpg,{BD0D5049-B208-4944-A08A-FA0D4BCDD623},2834.27089926629
300,L0000110p,Lopatcong Creek,04P,0.68478262,3615.65221952,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000110p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000110p.jpg,{A977B89A-66F5-4340-AA88-9C5F5262F6B7},3615.65267247402
301,L0000112p,Lopatcong Creek,03P,0.67183581,3547.29305285,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000112p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000112p.jpg,{1E8837DA-F962-478B-95EC-74B04D5AF81B},3547.29384376064
302,L0000113p,Lopatcong Creek,02P,0.83962936,4433.24300078,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000113p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000113p.jpg,{FFD9A38D-C18F-4BD5-A827-DC37BF1EDAE9},4433.24321419314
303,L0000080p,Delaware River,02P,2.06977501,10928.41206,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000080p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000080p.jpg,{EA2CA674-A904-4EF2-8FA8-438EDFCAC93C},10928.4117952396
304,L0000087p,Buckhorn Creek,15P,0.53363931,2817.61558226,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000087p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000087p.jpg,{EE3B9ECD-26E5-4E1C-9E22-38A464CB4F40},2817.61548813792
305,L0000088p,Buckhorn Creek,14P,0.925172,4884.90816553,Artificial Connector,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000088p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000088p.jpg,{6A6812DB-5842-4C62-B75D-79FDA6FAD4C4},4884.90773618256
306,L0000146p,Wickecheoke Creek,14P,1.05783909,5585.39040736,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000146p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000146p.jpg,{D351F591-E5D6-41E3-B1D5-60279AE4472F},5585.39075034082
307,L0000114p,Delaware River,01P,1.54364617,8150.45175208,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000114p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000114p.jpg,{63648258-6DF6-41BC-A211-D3973FD0B0F3},8150.45175079305
308,L0000072p,Pohatcong Creek,10P,1.36363636,7200,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000072p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000072p.jpg,{DD2A7D82-6588-4DF8-94EF-93DEE563EC76},7200.00010797224
309,L0000070p,Pohatcong Creek,12P,1.03921576,5487.05923803,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000070p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000070p.jpg,{BA0B2D58-5857-409A-A511-53E5362219BC},5487.05943025503
310,L0000127p,Delaware River,03P,1.70454545,9000,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000127p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000127p.jpg,{555140DE-14AD-4B3C-9801-F068F20A886A},8999.99993192477
311,L0000129p,Delaware River,01P,1.68743236,8909.64288295,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000129p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000129p.jpg,{582E43B1-97C7-458B-846C-0B195768BD0A},8909.64298280474
312,L0000135p,Harihokake Creek,06P,0.66287879,3500,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000135p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000135p.jpg,{906461EE-4EBF-40C7-81E0-932CD804D056},3499.99982222071
313,L0000140p,Delaware River,01P,1.80952589,9554.29668728,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000140p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000140p.jpg,{8D4DABE0-DC22-4A2F-A43A-D590C887206E},9554.29692407843
314,L0000128p,Delaware River,02P,1.70664896,9011.10650025,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000128p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000128p.jpg,{5AF1292E-CCAE-485C-BC05-A48BB9E62CE4},9011.10638828738
315,L0000145p,Wickecheoke Creek,12P,1.07704672,5686.80670774,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000145p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000145p.jpg,{DF0DC4D8-C1F5-4EBA-AA52-ACB91AE29313},5686.80657388072
316,L0000163p,Delaware River,01P,1.5259991,8057.27524991,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000163p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000163p.jpg,{8DCD0A04-AE1F-4A81-AC0E-1AEFEBEDF757},8057.27529332097
317,L0000162p,Swan Creek,02P,0.53976694,2849.96945671,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000162p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000162p.jpg,{41739DDD-98E5-4FC0-851B-2019EE18C7CC},2849.9697989566
318,L0000156p,Delaware River,03P,2.32236738,12262.0997823,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000156p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000156p.jpg,{D2FAEF17-4545-407A-83A9-8DBF4DDF4E2A},12262.0996047281
319,L0000147p,Wickecheoke Creek,13P,1.07622077,5682.44567843,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000147p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000147p.jpg,{F0FBEA70-1928-4ECC-8342-B644403BE26C},5682.44567340245
320,L0000100p,Delaware River,02P,1.64675101,8694.84531086,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000100p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000100p.jpg,{064F08EA-2B03-4006-8CAE-714F2F76CE4E},8694.84546456634
321,L0000193p,Delaware River,04P,1.65155121,8720.19040029,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000193p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000193p.jpg,{C50BF7B3-AED0-4A66-ADCB-8190B78E8E9E},8720.1901180258
322,L0000173p,Delaware River,01P,1.38484828,7311.99889943,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000173p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000173p.jpg,{801E6D30-D555-4D7A-B680-C32C362424C0},7311.99888520948
323,L0000175p,Lopatcong Creek,05P,0.52181541,2755.18534055,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000175p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000175p.jpg,{F74B9019-A489-4ACF-9476-2E51AAAAFF4B},2755.1855359254
324,L0000106p,Lopatcong Creek,08P,0.30827206,1627.6764801,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000106p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000106p.jpg,{EA627170-D4E4-420A-A24A-AF113A5F1D03},1627.67695751428
325,L0000108p,Lopatcong Creek,06P,0.68655303,3625,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000108p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000108p.jpg,{947CC2BC-70DA-460C-8904-5C54357BECC8},3625.00014548744
326,L0000109p,Lopatcong Creek,05P,0.68441308,3613.7010538,Artificial Connector,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000109p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000109p.jpg,{B79D8FD8-64E5-428B-8FD3-A7BB6861D8ED},3613.70108248772
327,L0000195p,Delaware River,02P,2.0837936,11002.4301941,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000195p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000195p.jpg,{DBF874E2-998E-4E23-903A-81213456B04D},11002.4304605402
328,L0000164p,Alexauken Creek,06P,0.63793064,3368.27379358,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000164p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000164p.jpg,{7A702C85-2BF7-4B30-A1BE-B141F043DBD4},3368.27380545211
329,L0000078p,Delaware River,04P,1.73195232,9144.70824688,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000078p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000078p.jpg,{426F547A-82D6-4A9C-99C8-01CCE4BD2C3A},9144.70807330125
330,L0000079p,Delaware River,03P,1.27140152,6713,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000079p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000079p.jpg,{721D317A-DDCD-4C7C-9B8E-11326A22DD5B},6713.00036580274
331,L0000094p,Lopatcong Creek,08P,0.37689394,1990,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000094p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000094p.jpg,{FDD7E3DE-7959-475B-8215-AF9BE6CB51C4},1989.99987129549
332,L0000194p,Delaware River,03P,2.08162453,10990.9774936,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000194p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000194p.jpg,{CC85339A-91CB-4832-96ED-C60BFAC2B31A},10990.9776181515
333,L0000158p,Delaware River,01P,0.93799016,4952.58806313,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000158p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000158p.jpg,{17B3D58D-D84C-4CD1-A368-552C4569D625},4952.58794804861
334,L0000161p,Swan Creek,03P,0.45569342,2406.06123802,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000161p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000161p.jpg,{7E3B2CA4-EB6E-4A99-B001-49E5D82CE156},2406.06106680661
335,L0000095p,Lopatcong Creek,07P,0.33902477,1790.05080341,Artificial Connector,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000095p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000095p.jpg,{3ED77EBA-81DD-4CE7-8F37-67647C98BD74},1790.05111904617
336,L0000178p,Delaware River,02P,1.70454545,9000,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000178p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000178p.jpg,{F16E01EF-CE12-4499-96F9-5627FFDA898E},9000.00005480381
337,L0000176p,Lopatcong Creek,04P,0.68379959,3610.46181034,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000176p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000176p.jpg,{6F53B76F-81E7-4C1D-A764-35EEB8270DE0},3610.46203314034
338,L0000096p,Lopatcong Creek,06P,0.29469697,1555.99999999,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000096p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000096p.jpg,{6C86499A-8F0C-4914-AAB6-D09F14E86761},1555.99966049824
339,L0000081p,Delaware River,01P,1.70798675,9018.17005137,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000081p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000081p.jpg,{221E444C-843D-473D-B578-EAEE169B1317},9018.17026334042
340,L0000155p,Delaware River,04P,1.82154973,9617.78257101,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000155p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000155p.jpg,{B57E37C7-39A6-4931-88F9-F8F5C80CAA7A},9617.78271293699
341,L0000165p,Alexauken Creek,05P,0.90062722,4755.3117017,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000165p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000165p.jpg,{7AA64E7A-F5F9-499A-A91B-CDC9E16B279A},4755.31147415707
342,L0000196p,Delaware River,01P,2.0831733,10999.1550227,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000196p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000196p.jpg,{98181D5A-674C-49B2-B267-D6CC7A04B013},10999.1548213563
343,L0000097p,Delaware River,05P,1.42045455,7500,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000097p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000097p.jpg,{F24FDA46-5ACF-4347-9320-79FD8283A187},7499.99997971714
344,L0000099p,Delaware River,03P,1.83339683,9680.33525033,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000099p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000099p.jpg,{390FAEC2-329B-40FD-A663-2BA0F3AE214A},9680.33491967867
345,L0000179p,Delaware River,01P,1.7498767,9239.34895972,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000179p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000179p.jpg,{92E37D85-3879-4F12-9811-9E2E5969EB2D},9239.34880070886
346,L0000177p,Lopatcong Creek,03P,0.42995991,2270.18831047,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000177p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000177p.jpg,{E1B0D6CF-A2A9-4F0E-9837-74EA9BBD38C2},2270.18818081791
347,L0000126p,Delaware River,04P,1.45833333,7700,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000126p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000126p.jpg,{7652D0F7-95D5-4171-89DA-F814E9C7DC17},7699.99981838202
348,L0000133p,Delaware River,01P,1.25750546,6639.6288369,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000133p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000133p.jpg,{C9E5DC3B-A67D-4751-9434-CA19F9BD9B7C},6639.62880763314
349,L0000157p,Delaware River,02P,1.94361975,10262.3122701,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000157p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000157p.jpg,{63482597-2AEE-4362-8AC2-B67E67A66C22},10262.3124888167
