"Dam Name","Other Names","Former Names","NID ID","Other Structure ID","Federal ID","Owner Names","Owner Types","Primary Owner Type","State or Federal Agency ID","Number of Associated Structures","Designer Names","Non-Federal Dam on Federal Property","State Regulated Dam","State Jurisdictional Dam","State Regulatory Agency","State Permitting Authority","State Inspection Authority","State Enforcement Authority","Source Agency","Latitude","Longitude","County","State","City","Distance to Nearest City (Miles)","River or Stream Name","Congressional District","Section, Township, or Range Location","Federal Agency Owners","Federal Agency Involvement Funding","Federal Agency Involvement Design","Federal Agency Involvement Construction","Federal Agency Involvement Regulatory","Federal Agency Involvement Inspection","Federal Agency Involvement Operation","Federal Agency Involvement Other","Primary Purpose","Purposes","Primary Dam Type","Dam Types","Core Types","Foundation","Dam Height (Ft)","Hydraulic Height (Ft)","Structural Height (Ft)","NID Height (Ft)","NID Height Category","Dam Length (Ft)","Volume (Cubic Yards)","Year Completed","Year Completed Category","NID Storage (Acre-Ft)","Max Storage (Acre-Ft)","Normal Storage (Acre-Ft)","Surface Area (Acres)","Drainage Area (Sq Miles)","Max Discharge (Cubic Ft/Second)","Spillway Type","Spillway Width (Ft)","Number of Locks","Length of Locks","Lock Width (Ft)","Years Modified","Outlet Gate Type","Data Last Updated","Last Inspection Date","Inspection Frequency","Hazard Potential Classification","Condition Assessment","Condition Assessment Date","EAP Prepared","EAP Last Revision Date","Website URL"
"Lake Lackawanna Dam","","","NJ00817","","NJ00817","Lake Lackawanna Investment Company","Private","Private","22-17","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.94573333333334","-74.70221666666666","Sussex","New Jersey","Byram","","Lubbers Run","Congressional District 11, New Jersey","BYRAM TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","14.6","","","14.6","Less than 25 feet","310","","1910","1910-1919","988","988","410","114","13.200000000000001","2745","","","","","","","","2022-04-11","2020-11-06","2","Significant","Poor","2020-11-06","Yes","2009-01-06","https://damsafety.org/new-jersey"
"Stony Brook W.S. Site 11 (Amwell) Dam","","","NJ00343","","NJ00343","Division of Fish & Wildlife","State","State","27-27","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.39945","-74.84125","Hunterdon","New Jersey","","","Stony Brook-TR","Congressional District 07, New Jersey","EAST AMWELL TOWNSHIP","","Natural Resources Conservation Service","Natural Resources Conservation Service","Natural Resources Conservation Service","","","","","Flood Risk Reduction","Flood Risk Reduction","Earth","Earth;Gravity","","","22","","","22","Less than 25 feet","951","","1963","1960-1969","41","","41","10","0.93","","","","","","","","","2022-04-11","2020-07-22","2","Significant","Fair","2020-07-22","Yes","2018-05-18","https://damsafety.org/new-jersey"
"Pompton Dam","","","NJ00782","","NJ00782","Division of Parks and Forestry","State","State","23-44","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.97141666666667","-74.2791","Passaic","New Jersey","","","Ramapo River","Congressional District 11, New Jersey","WAYNE TOWNSHIP","","","","","","","","","Recreation","Recreation","Concrete","Concrete","","","22.2","","","22.2","Less than 25 feet","1940","","","Undetermined","58","","58","12","161.1","0","","","","","","","","2022-04-11","2012-07-17","4","Low","Fair","2012-07-17","Not Required","","https://damsafety.org/new-jersey"
"Dogwood Lake Dam","","","NJ01033","","NJ01033","U.S. Army","Federal","Federal","28-106","","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.01981666666666","-74.62176666666666","Burlington","New Jersey","","","South Run-TR","Congressional District 03, New Jersey","","","","","","","","","","","","Earth","Earth;Gravity","","","13","","","13","Less than 25 feet","450","","","Undetermined","50","50","12","11","0.68","130","","","","","","","","2022-04-11","2018-08-09","4","Low","Fair","2018-08-09","Not Required","","https://damsafety.org/new-jersey"
"Stockton College Upper Dam #1","","","NJ00965","","NJ00965","The Richard Stockton College of NJ","State","State","36-25","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","39.495733333333334","-74.53606666666666","Atlantic","New Jersey","Port Republic","","Morses Mill Stream","Congressional District 02, New Jersey","GALLOWAY TOWNSHIP","","","","","","","","","","","Earth","Earth","","","8","","","8","Less than 25 feet","650","","","Undetermined","136","136","72","16","5.9","","","","","","","","","2022-04-11","2000-03-01","4","Low","Not Rated","","Not Required","","https://damsafety.org/new-jersey"
"Blair Lake Dam","","","NJ00774","","NJ00774","Blair Academy","Private","Private","21-11","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.98366666666666","-74.96023333333333","Warren","New Jersey","Blairstown","","Blair Creek","Congressional District 05, New Jersey","BLAIRSTOWN TOWNSHIP","","","","","","","","","Recreation","Recreation","Masonry","Masonry","","","18.3","","","18.3","Less than 25 feet","100","","1903","1900-1909","60","60","24","4","13","984","","","","","","","","2022-04-11","2021-03-02","2","High","Fair","2021-03-02","Yes","2021-05-12","https://damsafety.org/new-jersey"
"Gordon Lakes Dam","","","NJ00207","","NJ00207","Gordon Lakes POA","Private","Private","22-74","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.05181666666667","-74.3615","Passaic","New Jersey","","","Post Brook-TR","Congressional District 05, New Jersey","WEST MILFORD TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","12","","","12","Less than 25 feet","450","","","Undetermined","46","","46","15","1.2","","","","","","","","","2022-04-11","2020-09-11","2","High","Fair","2020-09-11","Yes","2017-01-03","https://damsafety.org/new-jersey"
"Paulinskill Lake Dam","","","NJ00274","","NJ00274","Paulins Kill Lake Association","Private","Private","21-19","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.05233333333333","-74.82686666666666","Sussex","New Jersey","","","Paulins Kill River","Congressional District 05, New Jersey","STILLWATER TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","29","","","29","25-50 feet","450","","1927","1920-1929","2120","2120","1000","170","66","12580","","","","","","","","2022-04-11","2021-12-01","2","Significant","Satisfactory","2021-12-01","Yes","2015-08-04","https://damsafety.org/new-jersey"
"Wadsworth Lake Dam","","","NJ00433","","NJ00433","Warren and Donna Corsey","Private","Private","31-2","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","39.73691666666666","-75.11311666666666","Gloucester","New Jersey","Pitman","","Mantua Creek","Congressional District 01, New Jersey","GLASSBORO BOROUGH","","","","","","","","","Recreation","Recreation;Fire Protection, Stock, Or Small Fish Pond","Earth","Earth;Gravity","","","19.5","","","19.5","Less than 25 feet","350","","1926","1920-1929","70","","70","28","6.7","152","","","","","","","","2022-04-11","2020-03-20","2","High","Poor","2020-03-20","Yes","","https://damsafety.org/new-jersey"
"Lake Estling Dam","","","NJ00184","","NJ00184","Estling Lake Corporation","Private","Private","25-169","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.88331666666666","-74.49448333333333","Morris","New Jersey","Denville","","Den Brook","Congressional District 11, New Jersey","DENVILLE TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","19","","","19","Less than 25 feet","1628","","1870","Before 1900","1341","1341","358","75","6.4","5700","","","","","","","","2022-04-11","2020-03-26","2","High","Poor","2020-03-26","Yes","2022-01-18","https://damsafety.org/new-jersey"
"Hidden Valley Lake Dam","","","NJ00991","","NJ00991","National Winter Activity Center","Private","Private","22-282","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.17863333333333","-74.48511666666666","Sussex","New Jersey","","","Pachuck Creek-TR","Congressional District 05, New Jersey","VERNON TOWNSHIP","","","","","","","","","","","Earth","Earth","","","10","","","10","Less than 25 feet","75","","","Undetermined","0","","","12","0.28","","","","","","","","","2022-04-11","2019-11-25","2","High","Poor","2019-11-25","Yes","2017-10-13","https://damsafety.org/new-jersey"
"Upper Mount Glen Lake Dam","","","NJ00202","","NJ00202","Mount Glen Lakes Association","Private","Private","22-101","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.07401666666666","-74.36670000000001","Passaic","New Jersey","Ringwood","","West Brook","Congressional District 05, New Jersey","WEST MILFORD TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","8.2","","","8.2","Less than 25 feet","247","","1927","1920-1929","50","50","28","11","0.87","170","","","","","","","","2022-04-11","2021-06-17","2","High","Poor","2021-06-17","Yes","2021-09-17","https://damsafety.org/new-jersey"
"Lower Mount Glen Lake Dam","","","NJ00011","","NJ00011","Mount Glen Lakes Association","Private","Private","22-102","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.07903333333333","-74.36406666666666","Passaic","New Jersey","Ringwood","","West Brook","Congressional District 05, New Jersey","WEST MILFORD TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","15","","","15","Less than 25 feet","465","","1927","1920-1929","239","239","208","15","1","600","","","","","","","","2022-04-11","2021-06-17","2","High","Poor","2021-06-17","Yes","2021-09-17","https://damsafety.org/new-jersey"
"Lake Winona Dam","","","NJ00887","","NJ00887","Lake Winona Civic Association","Private","Private","22-160","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.98908333333333","-74.6058","Morris","New Jersey","Jefferson","","Musconetcong River","Congressional District 11, New Jersey","JEFFERSON TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","15","","","15","Less than 25 feet","620","","1950","1950-1959","26","","26","6","1.3","600","","","","","","","","2022-04-11","2020-06-09","2","High","Poor","2020-06-09","Yes","2018-01-22","https://damsafety.org/new-jersey"
"Barnegat Lake Dam","","","NJ00058","","NJ00058","Township of Lacey","Local Government","Local Government","33-8","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","39.83981666666666","-74.20103333333333","Ocean","New Jersey","Forked River","","North Branch Forked River","Congressional District 03, New Jersey","LACEY TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","18","","","18","Less than 25 feet","850","","1937","1930-1939","600","600","400","74","15","900","","","","","","","","2022-04-11","2020-06-01","2","High","Satisfactory","2020-06-01","Yes","2020-07-31","https://damsafety.org/new-jersey"
"Saffin Pond Dam","","","NJ00339","","NJ00339","County of Morris Park Commission","Local Government","Local Government","22-235","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.00428333333333","-74.58696666666665","Morris","New Jersey","Jefferson","","Weldon Brook","Congressional District 11, New Jersey","JEFFERSON TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","24","","","24","Less than 25 feet","500","","1930","1930-1939","147","147","95","14","0.9400000000000001","166","","","","","","","","2022-04-11","2020-09-23","2","Significant","Satisfactory","2020-09-23","Yes","2021-10-06","https://damsafety.org/new-jersey"
"Ceva Lake Dam","","","NJ00607","","NJ00607","The College of New Jersey","State","State","27-8","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.27291666666667","-74.77793333333334","Mercer","New Jersey","Ewing","","Branch Shabakunk Creek","Congressional District 12, New Jersey","EWING TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","14","","","14","Less than 25 feet","300","","1920","1920-1929","15","","15","5","0.27","71","","","","","","","","2022-04-11","2021-10-19","2","Significant","Satisfactory","2021-10-19","Yes","2021-11-15","https://damsafety.org/new-jersey"
"Atco Lake Dam","","","NJ00415","","NJ00415","County of Camden Park Commission","Local Government","Local Government","31-92","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","39.75896666666666","-74.88368333333334","Camden","New Jersey","Atco","","Hays Mill Creek","Congressional District 02, New Jersey","WATERFORD TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","8","","","8","Less than 25 feet","800","","","Undetermined","85","","85","22","3.6","","","","","","","","","2022-04-11","2020-07-23","2","Significant","Satisfactory","2020-07-23","Yes","2021-01-19","https://damsafety.org/new-jersey"
"Watchung Lake Dam","","","NJ00767","","NJ00767","Borough of Watchung","Local Government","Local Government","25-24","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.63688333333333","-74.45371666666666","Somerset","New Jersey","N. Plainfield","","Stony Brook West Branch","Congressional District 07, New Jersey","WATCHUNG BOROUGH","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","19.2","","","19.2","Less than 25 feet","420","","","Undetermined","175","175","93","16","3.4","3133","","","","","","","","2022-04-11","2021-05-26","2","High","Satisfactory","2021-05-26","Yes","2021-08-31","https://damsafety.org/new-jersey"
"Deer Head Lake Dam","","","NJ00789","","NJ00789","Township of Lacey","Local Government","Local Government","33-3","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","39.85135","-74.20936666666667","Ocean","New Jersey","Forked River","","North Branch Forked River","Congressional District 03, New Jersey","LACEY TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","9.4","","","9.4","Less than 25 feet","660","","","Undetermined","350","350","220","92","13.8","495","","","","","","","","2022-04-11","2020-06-25","2","High","Satisfactory","2020-06-25","Yes","2020-07-31","https://damsafety.org/new-jersey"
"Parvin Lake Dam","","","NJ00440","","NJ00440","Division of Parks and Forestry","State","State","35-2","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","39.50681666666666","-75.12918333333333","Salem","New Jersey","","","Muddy Run","Congressional District 02, New Jersey","PITTSGROVE TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","12","","","12","Less than 25 feet","1500","","1925","1920-1929","180","","180","94","46","","","","","","","","","2022-04-11","2020-10-20","2","Significant","Satisfactory","2020-10-20","Yes","2021-04-06","https://damsafety.org/new-jersey"
"Smithville Dam","","","NJ00043","","NJ00043","County of Burlington","Local Government","Local Government","32-5","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","39.98546666666667","-74.75175","Burlington","New Jersey","Mt. Holly","","North Branch Rancocas Creek","Congressional District 03, New Jersey","EASTAMPTON TOWNSHIP","","","","","","","","","Recreation","Recreation","Timber Crib","Timber Crib","","","10","","","10","Less than 25 feet","60","","1935","1930-1939","244","244","65","37","132","1062","","","","","","","","2022-04-11","2020-06-02","2","High","Satisfactory","2020-06-02","Yes","2020-06-26","https://damsafety.org/new-jersey"
"Cedar Run Dam","","","NJ01029","","NJ01029","US FISH AND WILDLIFE SERVICE","Federal","Federal","","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","Fish and Wildlife Service","39.681000000000004","-74.27100399999999","Ocean","New Jersey","","","Cedar Run","","STAFFORD TOWNSHIP","Fish and Wildlife Service","","Fish and Wildlife Service","Fish and Wildlife Service","Fish and Wildlife Service","Fish and Wildlife Service","Fish and Wildlife Service","","Fish and Wildlife Pond","Fish and Wildlife Pond","Earth","Earth","Earth","Soil","9","9","9","9","Less than 25 feet","600","7850","1880","Before 1900","284","284","127","53","6.5","","Uncontrolled","11","0","0","0","","","2022-04-18","2014-05-28","5","Low","Not Rated","2014-05-28","Not Required","","https://www.fws.gov/"
"Swartswood Lake Dam","","","NJ00171","","NJ00171","Division of Parks and Forestry","State","State","21-4","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.05926666666666","-74.85315","Sussex","New Jersey","","","Paulskill River","Congressional District 05, New Jersey","STILLWATER TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","16","","","16","Less than 25 feet","160","","1903","1900-1909","4000","","4000","516","17.2","0","","","","","","","","2022-04-11","2005-04-18","4","Low","Fair","2005-04-18","Not Required","","https://damsafety.org/new-jersey"
"Whites Pond Dam","","","NJ00233","","NJ00233","Waldwick Borough","Local Government","Local Government","23-4","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.01441666666667","-74.12993333333333","Bergen","New Jersey","","","Hohokus Brook","Congressional District 05, New Jersey","WALDWICK BOROUGH","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","10.5","","","10.5","Less than 25 feet","250","","1938","1930-1939","57","","57","7","14.8","43","","","","","","","","2022-04-11","2020-05-20","4","Low","Fair","2020-05-20","Not Required","","https://damsafety.org/new-jersey"
